tc0718,"SALLEBRAY, Monsieur de","LA BELLE ÉGYPTIENNE, COMÉDIE",n.av.,1640,Tragi-comédie,moeurs espagnoles,Cinq actes,vers,SALLEBRAY_BELLEEGYPTIENNE
tc0719,"SAURIN, Jean de","BLANCHE ET GUISCARD , TRAGÉDIE",1763,1763,Tragédie,histoire italienne,Cinq actes,vers,SAURIN_BLANCHEETGUISCARD
tc0720,"SAURIN, Bernard-Joseph","LES MOEURS DU TEMPS, COMÉDIE EN ACTE",n.av.,1764,Comédie,moeurs françaises,Un acte,prose,SAURIN_MOEURSDUTEMPS
tc0721,"SAURIN, Jean de","SPARTACUS, TRAGÉDIE",1760,1760,Tragédie,histoire romaine,Cinq actes,vers,SAURIN_SPARTACUS
tc0722,"SCARRON, Paul",LES BOUTADES DU CAPITAN MATAMORE ET SES COMÉDIES.,n.av.,1647,Comédie,moeurs françaises,Deux actes,vers,SCARRON_BOUTADESMATAMORE
tc0723,"SCARRON, Paul","DON JAPHET D'ARMÉNIE, COMÉDIE.",n.av.,1653,Comédie,moeurs françaises,Cinq actes,vers,SCARRON_DOMJAPHETDARMENIE
tc0724,"SCARRON, Paul",L'ESCOLIER DE SALAMANQUE OU LES GÉNÉREUX ENNEMIS TRAGI-COMÉDIE.,n.av.,1655,Tragi-comédie,moeurs espagnoles,Cinq actes,vers,SCARRON_ECOLIERDESALAMANQUE
tc0725,"SCARRON, Paul",LA FAUSSE APPARENCE COMÉDIE.,n.av.,1663,Tragi-comédie,moeurs espagnoles,Cinq actes,vers,SCARRON_FAUSSEAPPARENCE
tc0726,"SCARRON, Paul",LE GARDIEN DE SOI-MÊME,n.av.,1654,Comédie,moeurs italiennes,Cinq actes,vers,SCARRON_GARDIENDESOIMEME
tc0727,"SCARRON, Paul",L'HÉRITIER RIDICULE OU LA DAME INTÉRESSÉE..,n.av.,1650,Comédie,moeurs espagnoles,Cinq actes,vers,SCARRON_HERITIERRIDICULE
tc0728,"SCARRON, Paul","LE JODELET OU LE MAÎTRE VALET, COMÉDIE.",n.av.,1648,Comédie,moeurs françaises,Cinq actes,vers,SCARRON_JODELET
tc0729,"SCARRON, Paul","LE JODELET DUELLISTE, COMÉDIE.",n.av.,1646,Comédie,moeurs françaises,Cinq actes,vers,SCARRON_JODELETDUELISTE
tc0730,"SCARRON, Paul","LE PRINCE CORSAIRE, TRAGI-COMÉDIE.",n.av.,1650,Comédie,moeurs chypriotes,Cinq actes,vers,SCARRON_PRINCECORSAIRE
tc0731,"SCUDERY, Georges de","L'AMOUR TYRANNIQUE, TRAGI-COMÉDIE",1639,1640,Tragi-comédie,mythe grec,Cinq actes,vers,SCUDERY_AMOURTYRAN
tc0732,"SCUDERY, Georges de","LA COMÉDIE DES COMÉDIENS, COMÉDIE",1635,1635,Comédie,moeurs françaises,Trois actes,mixte,SCUDERY_COMEDIEDESCOMEDIENS
tc0733,"SCUDERY, Georges de",EUDOXE - TRAGI-COMÉDIE,1641,1641,Tragi-comédie,histoire romaine,Cinq actes,vers,SCUDERY_EUDOXE
tc0734,"SCUDERY, Geroges de","LE FILS SUPPOSÉ, COMÉDIE.",n.av.,1636,Comédie,moeurs françaises,Cinq actes,vers,SCUDERY_FILSSUPPOSE
tc0735,"SCUDERY, Georges de","LIGDAMON ET LIDIAS, TRAGI-COMÉDIE",n.av.,1631,Tragi-comédie,histoire médiévale,Cinq actes,vers,SCUDERY_LIGDAMONELIDIAS
tc0736,"SCUDERY, Georges de","ORANTE, TRAGI-COMÉDIE",n.av.,1636,Tragi-comédie,histoire médiévale,Cinq actes,vers,SCUDERY_ORANTE
tc0737,"SCUDERY, Georges de","LE PRINCE DÉGUISÉ, TRAGI-COMÉDIE",1636,1636,Tragi-comédie,histoire médiévale,Cinq actes,vers,SCUDERY_PRINCEDEGUISE
tc0738,"SCUDERY, Georges de",LE VASSAL GÉNÉREUX - TRAGI-COMÉDIE,1636,1636,Tragi-comédie,moeurs françaises,Cinq actes,vers,SCUDERY_VASSALGENEREUX
tc0739,"SEDAINE, Michel-Jean","LES DÉFAUTS SUPPOSÉS, COMÈDIE EN VERS ET EN UN ACTE.",n.av.,1788,Comédie,moeurs françaises,Un acte,vers,SEDAINE_DEFAUTSSUPPOSES
tc0740,"SEDAINE, Michel-Jean","LE MANTEAU ÉCARLATE OU LE REVE SUPPOSÉ, COMÉDIE-PROVERBE EN UN ACTE ET EN PROSE.",n.av.,1784,Proverbe,moeurs françaises,Un acte,prose,SEDAINE_MANTEAUECARLATE
tc0741,"SEDAINE, Michel-Jean","RICHARD COEUR DE LION, COMÉDIE-PROVERBE EN UN ACTE ET EN PROSE.",n.av.,1784,Comédie,histoire mediévale,Trois actes,mixte,SEDAINE_RICHARD
tc0742,"SEGUR, Alexandre-Joseph-Pierre, vicomte de","LE FOU PAR AMOUR, DRAME HISTORIQUE",n.av.,1791,Drame,moeurs françaises,Un acte,vers,SEGUR_FOU
tc0743,"SOMAIZE, Antoine BAUDEAU DE","LES PRÉCIEUSES RIDICULES, COMÉDIE",1651,1662,Comédie,moeurs françaises,Un acte,vers,SOMAIZE_PRECIEUSESRIDICULES
tc0744,"SOMAIZE, Antoine BAUDEAU DE","LE PROCÈS DES PRÉCIEUSES EN VERS BURLESQUES, COMÉDIE",n.av.,1660,Comédie,moeurs françaises,Un acte,vers,SOMAIZE_PROCESPRECIEUSES
tc0745,"SOMAIZE, Antoine BAUDEAU DE","LES VÉRITABLES PRÉCIEUSES, COMÉDIE",n.av.,1660,Comédie,moeurs françaises,Un acte,prose,SOMAIZE_VERITABLESPRECIEUSES
tc0746,"SOMMERIVE, Comte de","BAJAZET, CINQUIÈME EMPEREUR DES TURCS, TRAGÉDIE.",n.av.,1741,Tragédie,histoire ottomane,Cinq actes,vers,SOMMERIVE_BAJAZET
tc0747,"TACONET, Toussaint-Gaspard","LES ÉCOSSEUSES DE LA HALLE, AMBIGU-POISSARD.",n.av.,1767,Ambigu poissard,moeurs françaises,Un acte,vers,TACONET_ECOSSEUSES
tc0748,"TACONET, Toussaint-Gaspard","LES ÉPOUX PAR CHICANE, PARODIE",n.av.,1759,Parodie,moeurs françaises,Un acte,mixte,TACONET_EPOUXPARCHICANE
tc0749,"TACONET, Toussaint-Gaspard","NOSTRADAMUS, PARODIE",n.av.,1756,Parodie,moeurs françaises,Un acte,vers,TACONET_NOSTRADAMUS
tc0750,"TANEVOT, Alexandre","ADAM ET EVE, TRAGÉDIE.",n.av.,1752,Tragédie,bible,Cinq actes,vers,TANEVOT_ADAMETEVE
tc0751,(Anonyme),"THÉLAMIRE, TRAGÉDIE",1677,1739,Tragédie,mythe grec,Cinq actes,vers,THIBOUVILLE_THELAMIRE
tc0752,"TRISTAN L'HERMITE, François","MARIANE, TRAGÉDIE",1644,1644,Tragédie,bible,Cinq actes,vers,TRISTAN_MARIANE
tc0753,"TRISTAN L'HERMITE, François","LA MORT DE CHRISPE, TRAGÉDIE",1644,1645,Tragédie,bible,Cinq actes,vers,TRISTAN_MORTDECHRISPE
tc0754,"TRISTAN L'HERMITE, François","LA MORT DE SÉNÈQUE, TRAGÉDIE",1645,1645,Tragédie,histoire romaine,Cinq actes,vers,TRISTAN_MORTSENEQUE
tc0755,"TRISTAN L'HERMITE, François","OSMAN, TRAGÉDIE",n.av.,1656,Tragédie,histoire ottomane,Cinq actes,vers,TRISTAN_OSMAN
tc0756,"TRISTAN L'HERMITE, François","LE PARASITE, COMÉDIE",1654,1654,Comédie,moeurs françaises,Cinq actes,vers,TRISTAN_PARASITE
tc0757,"URFÉ, Honoré d'","SYLVANIRE ou la MORTE VIVE, FABLE BOCAGÈRE",1627,1627,Pastorale héroïque,pastorale,"Cinq actes, un prologue",vers,URFE_SYLVANIRE
tc0758,"VADÉ, Jean-Joseph",LA CANADIENNE,1758,1758,Comédie,moeurs françaises,Un acte,vers,VADE_CANADIENNE
tc0759,"VADÉ, Jean-Joseph",L'IMPROMPTU DU COEUR,1757,1757,Opéra comique,moeurs françaises,Un acte,mixte,VADE_IMPROMPTUDUCOEUR
tc0760,"VADÉ, Jean-Joseph","LA VEUVE INDÉCISE, OPÉRA COMIQUE",1758,1758,Opéra comique,moeurs françaises,Un acte,mixte,VADE_VEUVEINDECISE
tc0761,"VIAU, Théophile de","PYRAME ET THISBÉ, TRAGÉDIE",1617,1623,Tragédie,mythe grec,cinq actes,vers,VIAU_PYRAME
tc0762,"VILLIERS, Claude Deschamps dit","LA CRITIQUE DU TARTUFFE, COMÉDIE EN VERS",n.av.,1670,Comédie,moeurs françaises,Un acte,vers,VILLIERS_CRITIQUEDUTARTUFFE
tc0763,"VILLIERS, Claude DESCHAMPS de","LE FESTIN DE PIERRE ou LE FILS CRIMINEL, TRAGI-COMÉDIE.",1732,1660,Tragi-comédie,moeurs espagnoles,Cinq actes,vers,VILLIERS_FESTINDEPIERRE
tc0764,"VOISENON, Claude-Henri de Fusée de (1708-1775)","HILAS et ZÉLIS, PASTORALE en un ACTE.",1751,1763,Pastorale,pastorale,Un acte,vers,VOISENON_HILASETZELIS
tc0765,VOLTAIRE,"ADÉLAÏDE DU GUESCLIN, TRAGÉDIE",1734,1766,Tragédie,histoire française,Cinq actes,vers,VOLTAIRE_ADELAIDE
tc0766,VOLTAIRE,"AGATHOCLE, TRAGÉDIE",1779,1734,Tragédie,histoire grecque,Cinq actes,vers,VOLTAIRE_AGATHOCLE
tc0767,VOLTAIRE,"ALZIRE ou LES AMÉRICAINS, TRAGÉDIE",1732,1736,Tragédie,histoire espagnole,Cinq actes,vers,VOLTAIRE_ALZIRE
tc0768,VOLTAIRE,"LE BARON D'OTRANTE, OPÉRA BOUFFE",n.av.,1784,Opéra Bouffe,bible,Cinq actes,vers,VOLTAIRE_BARONDOTRANTE
tc0769,VOLTAIRE,"BRUTUS, TRAGÉDIE",1730,1731,Tragédie,histoire romaine,Cinq actes,vers,VOLTAIRE_BRUTUS
tc0770,VOLTAIRE,CHARLOT OU LA COMTESSE DE GIVRY.,1743,1767,Pièce dramatique,histoire française,Trois actes,vers,VOLTAIRE_CHARLOT
tc0771,VOLTAIRE,"LE DÉPOSTAIRE, COMÉDIE",1738,1769,Comédie,moeurs françaises,Cinq actes,vers,VOLTAIRE_DEPOSITAIRE
tc0772,VOLTAIRE,"LES DEUX TONNEAUX, OPÉRA COMIQUE",n.av.,1734,Opéra comique,mythe grec,Cinq actes,vers,VOLTAIRE_DEUXTONNEAUX
tc0773,VOLTAIRE,"LE DROIT DU SEIGNEUR, COMÉDIE",n.av.,1763,Comédie,moeurs françaises,Trois actes,vers,VOLTAIRE_DROITDUSEIGNEUR
tc0774,VOLTAIRE,"LE DUC D'ALENÇON OU LES FRÈRES ENNEMIS, TRAGÉDIE EN TROIS ACTES.",1751,1751,Tragédie,histoire française,Trois actes,vers,VOLTAIRE_DUCDALENCON
tc0775,VOLTAIRE,"L'ENFANT PRODIGUE, COMÉDIE en cinq actes",1738,1738,Comédie,moeurs françaises,Cinq actes,vers,VOLTAIRE_ENFANTPRODIGUE
tc0776,VOLTAIRE,"L'ENVIEUX, COMÉDIE",1738,1738,Tragédie,histoire romaine,Trois actes,vers,VOLTAIRE_ENVIEUX
tc0777,VOLTAIRE,"LE FANATISME, TRAGÉDIE.",n.av.,1753,Tragédie,histoire arabe,Cinq actes,vers,VOLTAIRE_FANATISME
tc0778,VOLTAIRE,"LES GUÈBRES ou LA TOLÉRANCE , TRAGÉDIE",1769,1769,Tragédie,histoire romaine,Cinq actes,vers,VOLTAIRE_GUEBRES
tc0779,VOLTAIRE,"L'INDISCRET, COMÉDIE UN ACTE",1738,1725,Comédie,moeurs françaises,Un acte,vers,VOLTAIRE_INDISCRET
tc0780,VOLTAIRE,"LES LOIS DE MINOS, TRAGÉDIE",1749,1749,Tragédie,mythe grec,Cinq actes,vers,VOLTAIRE_LOISDEMINOS
tc0781,VOLTAIRE,"MARIAMNE, TRAGÉDIE EN CINQ ACTES.",1751,1724,Tragédie,histoire juive,Cinq actes,vers,VOLTAIRE_MARIAMNE
tc0782,VOLTAIRE,"MÉROPE, TRAGÉDIE",n.av.,1744,Tragédie,histoire romaine,Cinq actes,vers,VOLTAIRE_MEROPE
tc0783,VOLTAIRE,"LA MORT DE CÉSAR, TRAGÉDIE EN TROIS ACTES",1743,1743,Tragédie,histoire romaine,Trois actes,vers,VOLTAIRE_MORTDECESAR
tc0784,VOLTAIRE,"NANINE ou LE PRÉJUGÉ VAINCU, COMÉDIE",n.av.,1749,Comédie,moeurs françaises,Trois actes,vers,VOLTAIRE_NANINE
tc0785,VOLTAIRE,"OEDIPE, TRAGÉDIE",1718,1718,Tragédie,mythe grec,Cinq actes,vers,VOLTAIRE_OEDIPE_V
tc0786,VOLTAIRE,"OLYMPIE, TRAGÉDIE EN CINQ ACTES.",1751,1764,Tragédie,histoire grecque,Cinq actes,vers,VOLTAIRE_OLYMPIE
tc0787,"VOLTAIRE, François-Marie AROUET de","ORESTE, TRAGÉDIE",1743,1750,Tragédie,mythe grec,"Cinq actes, un prologue",vers,VOLTAIRE_ORESTE
tc0788,VOLTAIRE,"LES ORIGINAUX OU MONSIEUR DU CAP-VERT, COMÉDIE",1732,1732,Comédie,moeurs françaises,Trois actes,prose,VOLTAIRE_ORIGINAUX
tc0789,VOLTAIRE,"L'ORPHELIN DE LA CHINE, TRAGÉDIE",1755,1755,Tragédie,histoire chinoise,Cinq actes,vers,VOLTAIRE_ORPHELINDELACHINE
tc0790,VOLTAIRE,"PANDORE, OPÉRA en cinq actes",n.av.,1762,Opéra,mythe grec,Cinq actes,vers,VOLTAIRE_PANDORE
tc0791,VOLTAIRE,"LES PÉLOPIDES ou ATREE ET THYESTE, TRAGÉDIE",1743,1772,Tragédie,mythe grec,Cinq actes,vers,VOLTAIRE_PELOPIDES
tc0792,VOLTAIRE,ROME SAUVÉE ou CATILINA,1750,1750,Tragédie,histoire romaine,Cinq actes,vers,VOLTAIRE_ROMESAUVEE
tc0793,"VOLTAIRE, François-Marie AROUET de","SAMSON, TRAGÉDIE",1743,1732,Opéra,bible,"Cinq actes, un prologue",vers,VOLTAIRE_SAMSON
tc0794,VOLTAIRE,"SAÜL, TRAGÉDIE",n.av.,1763,Drame,bible,Cinq actes,prose,VOLTAIRE_SAUL
tc0795,VOLTAIRE,"LES SCYTHES, TRAGÉDIE",n.av.,1757,Tragédie,histoire orientale,Cinq actes,vers,VOLTAIRE_SCYTHES
tc0796,VOLTAIRE,"SÉMIRAMIS, TRAGÉDIE",n.av.,1749,Tragédie,histoire romaine,Cinq actes,vers,VOLTAIRE_SEMIRAMIS
tc0797,VOLTAIRE,"SOCRATE, TRAGÉDIE",n.av.,1759,Tragédie,histoire grecque,Cinq actes,prose,VOLTAIRE_SOCRATE
tc0798,VOLTAIRE,"SOPHONISBE , TRAGÉDIE",1774,1774,Tragédie,histoire romaine,Cinq actes,vers,VOLTAIRE_SOPHONISBE
tc0799,VOLTAIRE,"TANCRÈDE, TRAGÉDIE",1771,1771,Tragédie,histoire médiévale,Cinq actes,vers,VOLTAIRE_TANCREDE
tc0800,VOLTAIRE,"TANIS ET ZÉLIDE OU LES ROIS PASTEURS, TRAGÉDIE POUR ÊTRE MISE EN MUSIQUE.",1733,1733,Tragédie en musique,mythe égyptien,Cinq actes,vers,VOLTAIRE_TANISZELIDE
tc0801,VOLTAIRE,"ZAÏRE, TRAGÉDIE",1718,1732,Tragédie,mythe grec,Cinq actes,vers,VOLTAIRE_ZAIRE
tc0802,"VONDREBECK, Maurice et ALARD, Charles","LES FORCES DE L'AMOUR ET DE LA MAGIE, DIVERTISSEMENT",n.av.,1678,Divertissement,moeurs françaises,Trois intermèdes,prose,VONDREBECK-ALARD_FORCESDELAMOUR
,author-name,title-full,year-ref,year,subgenre,inspiration,structure,formal-type,idno-tc
